sku,zone_id,elasticity,std_error,observations,r_squared,model_run_date
QX-BAK-616,PZ-METRO,-1.383,0.192,1456,0.670,2026-03-15
QX-BAK-616,PZ-URBAN,-1.611,0.217,2409,0.619,2026-03-24
QX-BAK-616,PZ-CORE,-1.835,0.103,7934,0.556,2026-03-12
QX-BAK-616,PZ-REMOTE,-1.102,0.121,7316,0.748,2026-02-26
QX-BWS-617,PZ-METRO,-2.579,0.143,6090,0.911,2026-03-29
QX-BWS-617,PZ-URBAN,-1.607,0.133,5759,0.912,2026-03-11
QX-BWS-617,PZ-VALUE,-3.133,0.129,1739,0.551,2026-03-23
QX-BWS-617,PZ-REMOTE,-2.819,0.052,9211,0.677,2026-03-15
QX-BAK-619,PZ-METRO,-3.045,0.201,535,0.576,2026-02-27
QX-BAK-619,PZ-URBAN,-2.427,0.145,8267,0.696,2026-02-22
QX-BAK-619,PZ-CORE,-2.599,0.148,6689,0.893,2026-03-12
QX-CER-625,PZ-METRO,-1.666,0.086,7938,0.853,2026-03-25
QX-CER-625,PZ-URBAN,-1.172,0.190,1376,0.840,2026-03-06
QX-CER-625,PZ-CORE,-0.940,0.831,25,0.128,2026-03-08
QX-DRY-626,PZ-METRO,-2.990,0.200,5846,0.704,2026-03-13
QX-DRY-626,PZ-URBAN,-2.014,0.084,1347,0.541,2026-03-20
QX-TIN-632,PZ-METRO,-2.660,0.077,1091,0.644,2026-03-26
QX-TIN-632,PZ-URBAN,-1.760,1.411,23,0.035,2026-03-14
QX-TIN-632,PZ-VALUE,-1.967,0.179,6177,0.781,2026-03-22
QX-TIN-632,PZ-REMOTE,-2.563,0.159,8043,0.832,2026-03-19
QX-CHL-633,PZ-METRO,-2.501,0.166,2377,0.928,2026-03-14
QX-CHL-633,PZ-URBAN,-0.485,0.990,24,0.121,2026-03-21
QX-CHL-633,PZ-CORE,-1.266,0.134,3917,0.593,2026-03-22
QX-CHL-633,PZ-REMOTE,-0.935,0.152,8442,0.747,2026-03-24
QX-DRK-634,PZ-METRO,-2.344,0.073,2382,0.561,2026-03-10
QX-DRK-634,PZ-URBAN,-0.822,0.195,1961,0.483,2026-02-26
QX-DRK-634,PZ-CORE,-2.959,2.333,37,0.175,2026-02-22
QX-DRK-634,PZ-VALUE,-2.041,0.095,2064,0.885,2026-03-20
QX-DRK-634,PZ-REMOTE,-1.667,0.036,1192,0.856,2026-03-06
QX-BAK-635,PZ-METRO,-2.671,1.874,37,0.055,2026-03-08
QX-BAK-635,PZ-CORE,-1.703,0.057,4745,0.674,2026-03-27
QX-BAK-635,PZ-VALUE,-0.645,0.106,2812,0.895,2026-03-25
QX-BAK-635,PZ-REMOTE,-2.986,0.060,1490,0.474,2026-03-13
QX-HHD-637,PZ-METRO,-0.713,0.091,7898,0.693,2026-03-24
QX-PET-638,PZ-METRO,-2.692,0.218,7755,0.608,2026-03-09
QX-PET-638,PZ-URBAN,-0.624,0.167,8072,0.673,2026-03-01
QX-PET-638,PZ-CORE,-2.170,0.051,3303,0.764,2026-03-10
QX-PET-638,PZ-VALUE,-2.288,0.115,8143,0.846,2026-03-29
QX-PET-638,PZ-REMOTE,-1.482,0.097,3847,0.801,2026-02-28
QX-FRZ-641,PZ-METRO,-2.048,0.216,6692,0.605,2026-03-20
QX-FRZ-641,PZ-URBAN,-2.212,1.841,18,0.177,2026-02-26
QX-FRZ-641,PZ-VALUE,-1.083,0.803,24,0.045,2026-02-24
QX-PRO-643,PZ-METRO,-1.477,0.152,7059,0.899,2026-03-25
QX-PRO-643,PZ-URBAN,-2.689,0.036,6608,0.605,2026-02-28
QX-PRO-643,PZ-REMOTE,-1.777,0.082,9153,0.799,2026-03-21
QX-DRY-646,PZ-METRO,-0.441,0.882,24,0.163,2026-03-28
QX-DRY-646,PZ-URBAN,-2.292,0.207,8568,0.524,2026-02-27
QX-DRY-646,PZ-CORE,-2.973,0.080,8284,0.525,2026-02-22
QX-DRY-646,PZ-VALUE,-2.677,0.169,3294,0.486,2026-03-16
QX-FRZ-652,PZ-METRO,-0.739,0.135,6037,0.473,2026-02-25
QX-FRZ-652,PZ-URBAN,-2.537,1.400,15,0.131,2026-03-23
QX-FRZ-652,PZ-CORE,-3.109,0.144,6268,0.868,2026-03-24
QX-FRZ-652,PZ-VALUE,-2.700,0.051,1000,0.905,2026-03-28
QX-BWS-655,PZ-URBAN,-2.740,0.088,5773,0.732,2026-02-28
QX-BWS-655,PZ-CORE,-2.107,0.153,7119,0.638,2026-03-11
QX-BWS-655,PZ-VALUE,-0.474,0.122,8025,0.784,2026-03-05
QX-BWS-655,PZ-REMOTE,-2.681,0.034,5456,0.607,2026-03-02
QX-CER-657,PZ-METRO,-1.225,0.079,5499,0.840,2026-03-16
QX-CER-657,PZ-URBAN,-0.546,0.182,6028,0.651,2026-03-23
QX-CER-657,PZ-CORE,-2.301,0.156,6685,0.529,2026-03-10
QX-CER-657,PZ-REMOTE,-2.647,0.211,6454,0.726,2026-03-21
QX-DRY-658,PZ-METRO,-2.473,0.136,8334,0.896,2026-03-16
QX-DRY-658,PZ-URBAN,-0.749,0.102,6140,0.582,2026-02-26
QX-DRY-658,PZ-CORE,-0.491,0.781,13,0.165,2026-03-21
QX-DRY-658,PZ-VALUE,-3.159,0.093,2877,0.540,2026-03-27
QX-DRY-658,PZ-REMOTE,-1.431,0.035,1360,0.552,2026-03-10
QX-HHD-662,PZ-METRO,-1.135,0.041,9132,0.587,2026-02-23
QX-HHD-662,PZ-URBAN,-1.009,0.119,5899,0.836,2026-03-06
QX-HHD-662,PZ-CORE,-1.025,0.145,6308,0.793,2026-02-24
QX-CER-663,PZ-METRO,-2.729,0.044,8523,0.852,2026-03-06
QX-CER-663,PZ-URBAN,-2.218,0.108,4182,0.879,2026-03-10
QX-CER-663,PZ-CORE,-1.917,0.183,6797,0.705,2026-03-20
QX-CER-663,PZ-REMOTE,-1.713,0.140,2976,0.780,2026-03-20
QX-BAK-664,PZ-METRO,-0.736,0.756,28,0.064,2026-03-11
QX-BAK-664,PZ-URBAN,-2.614,0.774,18,0.156,2026-03-12
QX-BAK-664,PZ-CORE,-3.006,0.120,1430,0.677,2026-02-28
QX-BAK-664,PZ-VALUE,-0.674,0.142,6941,0.771,2026-02-24
QX-BAK-664,PZ-REMOTE,-1.488,0.054,6577,0.791,2026-03-22
QX-FRZ-667,PZ-METRO,-1.628,1.511,19,0.049,2026-03-19
QX-FRZ-667,PZ-URBAN,-1.774,0.164,5363,0.480,2026-03-24
QX-FRZ-667,PZ-CORE,-1.648,0.063,7298,0.702,2026-03-19
QX-FRZ-667,PZ-VALUE,-0.533,0.090,7269,0.782,2026-03-29
QX-FRZ-667,PZ-REMOTE,-2.953,0.038,8297,0.770,2026-03-04
QX-DRK-669,PZ-METRO,-1.236,0.184,1458,0.481,2026-03-26
QX-DRK-669,PZ-CORE,-0.613,2.400,14,0.143,2026-02-21
QX-DRK-669,PZ-VALUE,-0.943,0.180,9223,0.927,2026-03-19
QX-DRK-669,PZ-REMOTE,-0.794,1.587,11,0.165,2026-03-09
QX-CER-674,PZ-METRO,-1.547,0.210,3118,0.858,2026-03-28
QX-CER-674,PZ-CORE,-1.175,0.052,5998,0.564,2026-03-21
QX-CER-674,PZ-VALUE,-1.952,0.801,37,0.096,2026-03-21
QX-DRK-676,PZ-METRO,-2.623,0.093,6541,0.697,2026-03-19
QX-DRK-676,PZ-URBAN,-1.979,0.137,2410,0.481,2026-03-02
QX-DRK-676,PZ-VALUE,-2.308,0.843,12,0.086,2026-03-05
QX-DRK-676,PZ-REMOTE,-1.954,0.120,3394,0.841,2026-03-14
QX-DRK-677,PZ-METRO,-2.929,0.213,6821,0.547,2026-03-12
QX-DRK-677,PZ-URBAN,-1.481,0.150,669,0.720,2026-03-04
QX-DRK-677,PZ-CORE,-2.312,0.032,3821,0.614,2026-03-06
QX-DRK-677,PZ-REMOTE,-0.729,0.202,1461,0.811,2026-03-26
QX-FRZ-678,PZ-METRO,-0.999,1.575,27,0.073,2026-03-24
QX-FRZ-678,PZ-URBAN,-0.473,0.179,7537,0.923,2026-03-03
QX-FRZ-678,PZ-CORE,-2.384,0.217,1412,0.663,2026-03-21
QX-FRZ-678,PZ-VALUE,-0.904,0.204,6875,0.760,2026-03-07
QX-FRZ-678,PZ-REMOTE,-1.800,0.090,4727,0.453,2026-03-25
QX-PRO-689,PZ-METRO,-1.086,0.105,580,0.780,2026-03-08
QX-PRO-689,PZ-URBAN,-2.704,1.259,33,0.189,2026-03-21
QX-PRO-689,PZ-VALUE,-1.569,1.614,23,0.095,2026-03-28
QX-PRO-689,PZ-REMOTE,-0.500,0.181,2197,0.442,2026-03-17
QX-PET-690,PZ-METRO,-2.771,0.210,6671,0.873,2026-03-02
QX-PET-690,PZ-URBAN,-2.743,0.186,5503,0.460,2026-03-11
QX-PET-690,PZ-CORE,-1.500,0.042,5889,0.455,2026-03-25
QX-PET-690,PZ-VALUE,-2.422,0.064,7243,0.810,2026-03-18
QX-PET-690,PZ-REMOTE,-2.398,0.197,1699,0.747,2026-03-01
QX-PRO-692,PZ-METRO,-3.082,0.170,7417,0.701,2026-03-15
QX-PRO-692,PZ-URBAN,-2.473,0.930,20,0.066,2026-03-13
QX-PRO-692,PZ-CORE,-0.439,0.046,8365,0.857,2026-03-10
QX-PRO-692,PZ-VALUE,-1.626,0.041,5042,0.624,2026-03-11
QX-HHD-697,PZ-URBAN,-0.583,0.155,1263,0.452,2026-03-22
QX-HHD-697,PZ-CORE,-0.650,1.840,9,0.071,2026-03-02
QX-HHD-697,PZ-VALUE,-1.054,0.047,6374,0.565,2026-03-22
QX-HHD-697,PZ-REMOTE,-3.104,0.082,841,0.485,2026-03-24
QX-BAK-700,PZ-METRO,-2.293,0.136,2425,0.820,2026-03-29
QX-BAK-700,PZ-CORE,-1.039,0.118,3068,0.546,2026-02-28
QX-BAK-700,PZ-VALUE,-2.300,0.082,6809,0.592,2026-03-28
QX-BAK-700,PZ-REMOTE,-0.970,0.170,5606,0.488,2026-03-23
QX-HHD-708,PZ-METRO,-1.116,0.215,6068,0.529,2026-03-01
QX-HHD-708,PZ-URBAN,-2.909,0.068,3558,0.622,2026-03-22
QX-HHD-708,PZ-VALUE,-2.183,0.077,7571,0.552,2026-03-24
QX-HHD-708,PZ-REMOTE,-2.389,0.108,5976,0.535,2026-03-11
QX-TIN-715,PZ-METRO,-3.107,0.062,1593,0.699,2026-03-16
QX-TIN-715,PZ-URBAN,-3.069,0.111,1283,0.798,2026-03-08
QX-TIN-715,PZ-CORE,-0.897,0.075,5389,0.756,2026-03-08
QX-TIN-715,PZ-REMOTE,-2.937,0.062,6316,0.609,2026-03-23
QX-TIN-722,PZ-METRO,-0.895,0.096,6776,0.628,2026-03-14
QX-TIN-722,PZ-URBAN,-0.946,0.212,8948,0.860,2026-03-09
QX-TIN-722,PZ-CORE,-2.531,0.174,4227,0.496,2026-02-27
QX-TIN-722,PZ-VALUE,-1.194,0.141,8227,0.805,2026-03-27
QX-TIN-722,PZ-REMOTE,-2.557,0.126,2120,0.562,2026-02-27
QX-HHD-728,PZ-URBAN,-1.855,1.764,26,0.123,2026-03-21
QX-HHD-728,PZ-CORE,-0.509,0.072,5993,0.821,2026-03-05
QX-HHD-728,PZ-VALUE,-2.770,0.210,5622,0.725,2026-03-14
QX-HHD-728,PZ-REMOTE,-1.555,0.108,3433,0.562,2026-03-02
QX-DRK-733,PZ-METRO,-1.234,0.149,4912,0.772,2026-02-26
QX-DRK-733,PZ-CORE,-3.019,0.123,7652,0.514,2026-02-28
QX-DRK-733,PZ-VALUE,-0.982,0.080,8225,0.547,2026-03-13
QX-DRK-733,PZ-REMOTE,-1.791,0.117,9397,0.600,2026-03-24
QX-HBC-738,PZ-URBAN,-2.879,0.054,2378,0.449,2026-03-26
QX-HBC-738,PZ-REMOTE,-2.895,0.137,3517,0.444,2026-03-09
QX-FRZ-745,PZ-METRO,-2.351,0.137,837,0.670,2026-03-22
QX-FRZ-745,PZ-URBAN,-2.816,0.063,5033,0.785,2026-03-22
QX-FRZ-745,PZ-CORE,-1.393,0.175,2796,0.688,2026-03-28
QX-FRZ-745,PZ-REMOTE,-2.874,0.152,4985,0.634,2026-03-10
QX-PET-750,PZ-METRO,-0.986,0.137,7861,0.676,2026-02-27
QX-PET-750,PZ-CORE,-3.144,0.858,38,0.120,2026-03-26
QX-PET-750,PZ-VALUE,-0.896,0.198,3366,0.714,2026-03-18
QX-HHD-754,PZ-METRO,-2.138,0.132,8430,0.835,2026-03-06
QX-HHD-754,PZ-URBAN,-1.923,0.126,4052,0.492,2026-03-13
QX-HHD-754,PZ-CORE,-0.811,0.198,1813,0.626,2026-03-10
QX-HHD-754,PZ-REMOTE,-2.114,0.133,5086,0.521,2026-03-01
QX-CER-764,PZ-METRO,-1.756,0.143,776,0.817,2026-03-23
QX-CER-764,PZ-URBAN,-2.994,0.142,8021,0.778,2026-03-05
QX-CER-764,PZ-CORE,-2.270,0.096,1655,0.486,2026-03-22
QX-CER-764,PZ-VALUE,-0.454,0.127,6319,0.611,2026-03-11
QX-TIN-765,PZ-METRO,-2.762,0.674,35,0.150,2026-03-19
QX-TIN-765,PZ-URBAN,-1.145,0.211,4051,0.874,2026-03-02
QX-TIN-765,PZ-CORE,-1.240,0.189,8218,0.669,2026-02-28
QX-TIN-765,PZ-VALUE,-0.753,0.039,3902,0.737,2026-03-22
QX-TIN-765,PZ-REMOTE,-1.340,0.145,5265,0.563,2026-03-06
QX-HBC-767,PZ-URBAN,-2.971,0.050,6773,0.588,2026-03-04
QX-HBC-767,PZ-VALUE,-2.389,1.773,16,0.059,2026-03-10
QX-BAK-769,PZ-METRO,-0.543,0.208,8315,0.753,2026-03-04
QX-BAK-769,PZ-URBAN,-1.473,0.192,3857,0.685,2026-03-24
QX-BAK-769,PZ-CORE,-0.520,0.169,2666,0.472,2026-03-13
QX-BAK-769,PZ-REMOTE,-3.023,0.069,7155,0.558,2026-03-22
QX-BAK-774,PZ-METRO,-1.193,0.167,8797,0.806,2026-03-08
QX-BAK-774,PZ-URBAN,-1.654,0.128,798,0.772,2026-03-06
QX-BAK-774,PZ-CORE,-1.937,0.082,6158,0.460,2026-03-07
QX-BAK-774,PZ-VALUE,-2.504,0.736,9,0.192,2026-03-03
QX-BAK-774,PZ-REMOTE,-1.677,0.094,5618,0.721,2026-03-11
QX-BAK-777,PZ-METRO,-1.202,0.076,8713,0.907,2026-03-18
QX-BAK-777,PZ-CORE,-3.189,0.086,2867,0.777,2026-03-19
QX-BAK-777,PZ-VALUE,-1.777,0.213,9191,0.829,2026-03-02
QX-BAK-777,PZ-REMOTE,-1.996,0.138,6310,0.894,2026-03-08
QX-BWS-779,PZ-METRO,-1.598,0.084,7009,0.650,2026-03-17
QX-BWS-779,PZ-URBAN,-0.946,0.161,2166,0.464,2026-03-03
QX-BWS-779,PZ-CORE,-0.716,0.145,1144,0.543,2026-03-07
QX-BWS-779,PZ-VALUE,-2.915,0.702,32,0.085,2026-03-17
QX-HHD-787,PZ-METRO,-1.857,0.032,1725,0.647,2026-03-06
QX-HHD-787,PZ-URBAN,-2.162,0.195,7317,0.688,2026-02-23
QX-HHD-787,PZ-VALUE,-1.033,0.080,6153,0.884,2026-03-23
QX-HHD-787,PZ-REMOTE,-0.796,0.119,5767,0.713,2026-02-24
QX-BWS-789,PZ-METRO,-1.553,1.772,27,0.155,2026-03-02
QX-BWS-789,PZ-URBAN,-1.225,0.217,1333,0.577,2026-03-16
QX-BWS-789,PZ-REMOTE,-3.001,0.085,4147,0.902,2026-03-01
QX-BWS-791,PZ-METRO,-1.863,0.146,5846,0.843,2026-03-04
QX-BWS-791,PZ-URBAN,-2.914,0.184,6196,0.448,2026-02-25
QX-BWS-791,PZ-VALUE,-2.414,1.322,25,0.058,2026-03-08
QX-TIN-792,PZ-METRO,-1.576,0.047,1854,0.796,2026-03-01
QX-TIN-792,PZ-VALUE,-2.425,0.120,6999,0.621,2026-03-22
QX-TIN-792,PZ-REMOTE,-2.166,0.067,4986,0.723,2026-03-24
QX-TIN-794,PZ-METRO,-1.334,0.206,2653,0.657,2026-03-01
QX-TIN-794,PZ-URBAN,-1.690,0.149,745,0.608,2026-03-12
QX-TIN-794,PZ-REMOTE,-0.634,1.005,34,0.080,2026-03-28
QX-DRK-795,PZ-METRO,-1.113,0.095,5967,0.906,2026-03-15
QX-DRK-795,PZ-URBAN,-2.984,0.126,1846,0.908,2026-03-27
QX-DRK-795,PZ-CORE,-0.829,0.140,4439,0.820,2026-03-24
QX-DRK-795,PZ-VALUE,-1.054,0.214,8620,0.786,2026-03-22
QX-DRK-795,PZ-REMOTE,-0.845,0.155,6324,0.763,2026-03-06
QX-PET-797,PZ-METRO,-2.050,0.109,4751,0.562,2026-03-25
QX-PET-797,PZ-URBAN,-2.734,0.071,3341,0.859,2026-03-29
QX-CER-798,PZ-METRO,-2.037,0.212,2540,0.564,2026-03-07
QX-CER-798,PZ-URBAN,-0.926,0.062,1829,0.816,2026-03-11
QX-CER-798,PZ-VALUE,-1.776,0.083,4147,0.477,2026-03-09
QX-CER-798,PZ-REMOTE,-0.685,0.116,2850,0.722,2026-03-24
QX-PRO-800,PZ-METRO,-2.705,0.069,2841,0.510,2026-03-09
QX-PRO-800,PZ-URBAN,-1.046,0.055,5428,0.903,2026-03-17
QX-PRO-800,PZ-CORE,-2.506,0.128,7606,0.548,2026-03-10
QX-PRO-800,PZ-VALUE,-1.210,1.746,27,0.079,2026-03-22
QX-PRO-801,PZ-METRO,-1.686,0.093,7785,0.855,2026-03-27
QX-PRO-801,PZ-URBAN,-2.773,0.201,8916,0.864,2026-03-21
QX-PRO-801,PZ-VALUE,-0.796,0.133,518,0.719,2026-03-28
QX-TIN-802,PZ-METRO,-1.412,0.179,1054,0.662,2026-03-16
QX-TIN-802,PZ-URBAN,-2.939,0.116,6018,0.546,2026-03-22
QX-TIN-802,PZ-CORE,-0.591,0.098,6046,0.636,2026-03-18
QX-TIN-802,PZ-VALUE,-0.897,0.097,4742,0.565,2026-03-11
QX-TIN-802,PZ-REMOTE,-2.470,1.767,13,0.088,2026-03-12
QX-BAK-803,PZ-METRO,-0.836,2.286,17,0.180,2026-03-23
QX-BAK-803,PZ-URBAN,-0.883,0.121,499,0.733,2026-03-02
QX-BAK-803,PZ-CORE,-0.511,0.132,7910,0.820,2026-03-13
QX-BAK-803,PZ-REMOTE,-0.587,0.138,9282,0.512,2026-03-10
QX-HBC-805,PZ-METRO,-1.638,0.106,5154,0.677,2026-03-14
QX-HBC-805,PZ-REMOTE,-2.371,0.118,1274,0.690,2026-03-12
QX-HBC-806,PZ-METRO,-1.372,0.160,3798,0.719,2026-03-28
QX-HBC-806,PZ-CORE,-2.364,0.091,6305,0.462,2026-02-22
QX-HBC-806,PZ-VALUE,-1.108,0.057,1119,0.556,2026-02-27
QX-HBC-806,PZ-REMOTE,-2.166,0.162,4823,0.841,2026-03-27
QX-BWS-809,PZ-METRO,-0.935,1.623,11,0.037,2026-03-19
QX-BWS-809,PZ-CORE,-3.015,0.136,6256,0.504,2026-03-26
QX-BWS-809,PZ-VALUE,-2.895,0.879,40,0.078,2026-02-28
QX-BAK-810,PZ-URBAN,-1.032,0.154,4966,0.585,2026-03-09
QX-BAK-810,PZ-VALUE,-2.537,1.534,12,0.186,2026-03-14
QX-BAK-810,PZ-REMOTE,-1.612,0.047,9140,0.496,2026-03-03
QX-CER-815,PZ-METRO,-0.496,0.061,4707,0.657,2026-03-07
QX-CER-815,PZ-URBAN,-1.275,2.029,32,0.020,2026-03-14
QX-CER-815,PZ-VALUE,-0.586,0.104,7900,0.857,2026-03-17
QX-CER-815,PZ-REMOTE,-2.952,0.196,2679,0.851,2026-03-17
QX-TIN-818,PZ-METRO,-0.791,0.099,5442,0.842,2026-03-02
QX-TIN-818,PZ-URBAN,-3.026,0.034,3186,0.863,2026-03-27
QX-TIN-818,PZ-VALUE,-3.144,0.071,4702,0.692,2026-02-21
QX-TIN-818,PZ-REMOTE,-1.054,0.170,1241,0.792,2026-02-23
QX-DRY-819,PZ-METRO,-2.961,0.135,4530,0.734,2026-03-09
QX-DRY-819,PZ-URBAN,-0.854,1.218,32,0.189,2026-02-24
QX-DRY-819,PZ-VALUE,-0.542,0.104,2738,0.802,2026-02-24
QX-DRY-819,PZ-REMOTE,-2.185,0.156,6475,0.876,2026-02-25
QX-BWS-821,PZ-METRO,-1.897,0.182,2868,0.464,2026-03-22
QX-BWS-821,PZ-URBAN,-3.199,0.064,8342,0.801,2026-03-20
QX-BWS-821,PZ-CORE,-2.305,1.855,14,0.174,2026-02-25
QX-BWS-821,PZ-VALUE,-2.541,0.049,7345,0.613,2026-03-21
QX-BWS-821,PZ-REMOTE,-1.361,0.052,3485,0.915,2026-03-07
QX-FRZ-829,PZ-METRO,-2.851,0.070,7554,0.510,2026-03-04
QX-FRZ-829,PZ-URBAN,-3.199,0.132,3984,0.811,2026-03-25
QX-FRZ-829,PZ-CORE,-1.262,0.136,8834,0.842,2026-03-26
QX-FRZ-829,PZ-VALUE,-2.796,0.202,4261,0.765,2026-03-14
QX-FRZ-829,PZ-REMOTE,-1.909,0.205,8765,0.741,2026-03-21
QX-CER-830,PZ-METRO,-0.813,0.126,8722,0.523,2026-03-21
QX-CER-830,PZ-URBAN,-1.023,0.220,8038,0.558,2026-03-05
QX-CER-830,PZ-CORE,-2.999,1.984,15,0.012,2026-03-16
QX-CER-830,PZ-VALUE,-1.361,0.604,40,0.135,2026-03-13
QX-PET-832,PZ-METRO,-1.900,0.167,6551,0.524,2026-03-28
QX-PET-832,PZ-CORE,-2.900,0.065,5212,0.519,2026-03-03
QX-PET-832,PZ-VALUE,-1.601,0.115,6641,0.930,2026-03-11
QX-DRK-834,PZ-METRO,-0.724,0.075,2932,0.481,2026-02-25
QX-DRK-834,PZ-URBAN,-0.830,0.036,3315,0.678,2026-03-15
QX-DRK-834,PZ-CORE,-2.191,0.093,3819,0.501,2026-03-16
QX-DRK-834,PZ-VALUE,-1.940,0.033,1678,0.635,2026-03-09
QX-DRK-834,PZ-REMOTE,-0.439,0.125,725,0.853,2026-02-24
QX-BAK-837,PZ-METRO,-2.018,0.217,2842,0.493,2026-02-22
QX-BAK-837,PZ-URBAN,-2.820,0.179,5563,0.592,2026-03-22
QX-BAK-837,PZ-CORE,-2.413,0.215,8876,0.581,2026-03-28
QX-BAK-837,PZ-VALUE,-2.584,0.100,8597,0.558,2026-03-18
QX-BAK-837,PZ-REMOTE,-0.509,0.036,2808,0.631,2026-03-14
QX-HHD-845,PZ-METRO,-1.242,0.202,977,0.898,2026-03-19
QX-HHD-845,PZ-URBAN,-1.491,0.212,4622,0.712,2026-02-25
QX-HHD-845,PZ-CORE,-1.348,0.090,8363,0.892,2026-02-26
QX-FRZ-847,PZ-METRO,-1.464,0.116,998,0.793,2026-03-27
QX-FRZ-847,PZ-URBAN,-1.127,0.063,818,0.841,2026-03-07
QX-FRZ-847,PZ-VALUE,-2.393,0.201,7985,0.516,2026-03-17
QX-FRZ-847,PZ-REMOTE,-1.845,0.041,7103,0.929,2026-03-10
QX-BAK-852,PZ-METRO,-0.868,0.124,5038,0.442,2026-02-28
QX-BAK-852,PZ-URBAN,-1.189,0.082,5078,0.456,2026-03-01
QX-BAK-852,PZ-CORE,-0.898,0.168,7870,0.773,2026-02-28
QX-BAK-852,PZ-VALUE,-2.342,0.197,2054,0.806,2026-02-22
QX-BAK-852,PZ-REMOTE,-1.985,0.061,5931,0.737,2026-02-27
QX-HBC-854,PZ-METRO,-1.174,0.168,1963,0.529,2026-03-12
QX-HBC-854,PZ-URBAN,-2.501,0.186,1420,0.764,2026-02-24
QX-HBC-854,PZ-CORE,-1.425,0.122,6444,0.479,2026-03-05
QX-HBC-854,PZ-VALUE,-1.891,0.038,1894,0.446,2026-02-26
QX-HBC-854,PZ-REMOTE,-1.078,0.132,2387,0.877,2026-03-15
QX-HHD-855,PZ-METRO,-2.195,1.237,23,0.034,2026-02-24
QX-HHD-855,PZ-URBAN,-3.167,1.117,31,0.016,2026-03-17
QX-HHD-855,PZ-CORE,-2.245,0.147,9199,0.604,2026-03-01
QX-CHL-856,PZ-METRO,-2.771,0.211,2385,0.492,2026-03-07
QX-CHL-856,PZ-URBAN,-2.454,0.129,5761,0.862,2026-03-04
QX-CHL-856,PZ-CORE,-2.826,0.053,7799,0.894,2026-03-16
QX-CHL-856,PZ-VALUE,-0.809,0.079,9238,0.680,2026-03-13
QX-CHL-856,PZ-REMOTE,-1.608,0.195,8254,0.472,2026-03-24
QX-TIN-862,PZ-METRO,-2.696,0.115,3640,0.852,2026-03-04
QX-TIN-862,PZ-URBAN,-0.434,0.214,3604,0.890,2026-03-22
QX-TIN-862,PZ-CORE,-0.417,0.154,2361,0.581,2026-03-25
QX-TIN-862,PZ-VALUE,-2.231,0.124,3900,0.908,2026-03-14
QX-TIN-862,PZ-REMOTE,-2.345,0.053,7724,0.811,2026-03-28
QX-DRY-863,PZ-URBAN,-2.546,0.030,449,0.561,2026-02-21
QX-DRY-863,PZ-CORE,-2.825,0.046,9030,0.556,2026-03-01
QX-DRY-863,PZ-VALUE,-1.998,0.169,3661,0.892,2026-02-24
QX-DRY-863,PZ-REMOTE,-3.006,0.115,6413,0.668,2026-03-20
QX-BWS-864,PZ-METRO,-0.615,0.100,1236,0.879,2026-03-23
QX-BWS-864,PZ-URBAN,-1.178,0.075,2951,0.772,2026-03-21
QX-BWS-864,PZ-VALUE,-1.382,0.168,6745,0.862,2026-02-25
QX-BWS-864,PZ-REMOTE,-1.327,0.132,1612,0.647,2026-03-02
QX-PET-869,PZ-METRO,-1.798,0.146,5447,0.705,2026-03-18
QX-PET-869,PZ-URBAN,-2.887,0.212,1272,0.853,2026-03-22
QX-PET-869,PZ-CORE,-1.740,0.147,5788,0.885,2026-03-01
QX-PET-869,PZ-VALUE,-3.067,0.154,1223,0.534,2026-02-27
QX-TIN-870,PZ-METRO,-1.333,0.072,5312,0.765,2026-03-26
QX-TIN-870,PZ-URBAN,-1.867,0.179,4382,0.705,2026-02-27
QX-TIN-870,PZ-CORE,-2.572,0.067,7867,0.898,2026-03-04
QX-TIN-870,PZ-VALUE,-2.253,0.054,2169,0.737,2026-03-29
QX-PET-872,PZ-METRO,-1.432,1.728,16,0.138,2026-02-21
QX-PET-872,PZ-URBAN,-2.034,0.032,9199,0.744,2026-03-25
QX-PET-872,PZ-CORE,-1.417,0.030,8697,0.824,2026-03-01
QX-PET-872,PZ-VALUE,-1.559,1.066,10,0.186,2026-02-22
QX-CHL-876,PZ-METRO,-2.259,0.148,884,0.513,2026-03-25
QX-CHL-876,PZ-URBAN,-1.800,1.847,25,0.093,2026-03-11
QX-CHL-876,PZ-VALUE,-2.553,1.340,29,0.029,2026-03-22
QX-PET-883,PZ-METRO,-0.403,0.106,9059,0.644,2026-03-14
QX-PET-883,PZ-URBAN,-2.819,0.174,3141,0.844,2026-03-25
QX-PET-883,PZ-VALUE,-2.740,0.031,2800,0.700,2026-03-20
QX-PET-883,PZ-REMOTE,-1.769,2.310,28,0.103,2026-02-21
QX-PET-884,PZ-METRO,-1.182,0.094,3658,0.899,2026-03-02
QX-PET-884,PZ-CORE,-0.865,0.050,6789,0.865,2026-03-13
QX-PRO-886,PZ-URBAN,-2.327,0.161,6484,0.456,2026-03-04
QX-PRO-886,PZ-CORE,-1.127,0.070,7101,0.576,2026-02-24
QX-PRO-886,PZ-VALUE,-2.722,0.143,8586,0.624,2026-03-10
QX-PRO-886,PZ-REMOTE,-3.041,0.073,4964,0.757,2026-03-01
QX-CER-889,PZ-METRO,-2.321,0.039,1271,0.505,2026-03-17
QX-CER-889,PZ-URBAN,-1.268,0.203,2457,0.487,2026-02-21
